Cruise,Station,Date,Longitude,Latitude,BottomDepth,Depth,Temperature,Salinity,Oxygen,PDA,Nits,Phosphate,Silicate,COD,AOU,WaterMassNo
1,2,2011-07-03T05:22,-96.709,23.011,1791,997.1,4.874,34.939,4.094,27.655989,26.955,11.769,25.388,44.4,132.1989,6
1,3,2011-07-11T07:37,-94.52,23,3727,2.2,28.718,36.596,4.42,23.358121,0,0.205,1.19,66,0,1
1,3,2011-07-11T07:37,-94.52,23,3727,50.4,24.438,36.559,5.129,24.696385,0.075,0.172,1.623,68.1,0,2
1,3,2011-07-11T07:37,-94.52,23,3727,149.8,19.648,36.46,3.399,25.980447,4.795,0.275,3.094,47,76.6127,2
1,3,2011-07-11T07:37,-94.52,23,3727,399.8,10.953,35.335,2.5,27.059286,22.87,1.05,13.418,43.6,160.4452,4
1,3,2011-07-11T07:37,-94.52,23,3727,599.9,7.799,34.979,2.678,27.301347,30.343,1.657,20.914,36.4,173.0003,5
1,3,2011-07-11T07:37,-94.52,23,3727,800.1,6.106,34.907,3.268,27.479988,28.71,1.737,25.108,39.3,159.1574,5
1,3,2011-07-11T07:37,-94.52,23,3727,1000.4,5.149,34.925,3.851,27.613284,24.249,1.058,25.6,43,140.7777,6
1,3,2011-07-11T07:37,-94.52,23,3727,1199.5,4.585,34.949,4.331,27.698008,22.576,1.159,26.018,44.3,124.1613,6
1,3,2011-07-11T07:37,-94.52,23,3727,1500.4,4.32,34.963,4.612,27.740799,23.204,1.452,25.707,44.8,114.1151,6
1,3,2011-07-11T07:37,-94.52,23,3727,1999.8,4.274,34.968,4.7,27.754886,20.629,1.24,25.449,44.4,111.001,6
1,3,2011-07-11T07:37,-94.52,23,3727,2501.1,4.303,34.97,4.707,27.759224,20.184,1.167,25.433,42.9,110.8809,6
1,3,2011-07-11T07:37,-94.52,23,3727,3722.3,4.436,34.972,4.658,27.762415,20.475,0.992,25.83,44.5,113.1208,6
1,3.1,2011-07-10T23:37,-95.516,23.018,3101,42.6,24.969,36.573,4.847,24.545026,8.991,0.53,4.317,58.8,0,2
1,3.1,2011-07-10T23:37,-95.516,23.018,3101,137.9,19.52,36.428,3.426,25.988908,10.36,0.608,12.568,48.9,76.0035,2
1,3,2011-07-11T07:37,-94.52,23,3727,388.1,10.59,35.291,2.472,27.089425,25.037,1.415,15.285,43.1,163.8534,4
1,3,2011-07-11T07:37,-94.52,23,3727,589.2,8.032,34.999,2.636,27.282434,25.523,1.477,17.964,44.7,173.2539,5
1,3,2011-07-11T07:37,-94.52,23,3727,788.6,6.284,34.908,3.197,27.457753,23.332,1.47,22.416,38.8,160.984,5
1,3,2011-07-11T07:37,-94.52,23,3727,988.4,5.174,34.925,3.855,27.610241,16.843,0.884,16.932,47.4,140.4108,6
1,3,2011-07-11T07:37,-94.52,23,3727,1185.9,4.595,34.949,4.349,27.696779,19.908,1.273,21.928,39.1,123.292,6
1,3,2011-07-11T07:37,-94.52,23,3727,1487.6,4.304,34.964,4.659,27.743155,21.182,1.332,23.806,37.7,112.1778,6
1,3,2011-07-11T07:37,-94.52,23,3727,1985.1,4.264,34.97,4.741,27.75736,20.315,1.276,25.464,41,109.2751,6
